Year,Geographical region,Country of nationality,Total,Work,Study,Family,Other 
 2015,Middle East,Lebanon,"37,600",280,715,85,"36,500"
 2015,Africa Sub-Saharan,Lesotho,315,35,15,5,255
 2015,Africa Sub-Saharan,Liberia,620,35,40,*,545
 2015,Africa North,Libya,"11,000",205,"1,450",20,"9,330"
 2015,Europe Other,Liechtenstein,z,z,z,z,z
 2015,EU 8,Lithuania,z,z,z,z,z
 2015,EU 14,Luxembourg,z,z,z,z,z
 2015,Asia East,Macau,"6,900",20,320,5,"6,550"
 2015,Europe Other,Macedonia,"10,300",55,90,10,"10,200"
 2015,Africa Sub-Saharan,Madagascar,"1,030",15,40,*,975
 2015,Africa Sub-Saharan,Malawi,"4,400",45,160,25,"4,170"
 2015,Asia South East,Malaysia,"324,000","1,260","11,700",155,"310,000"
 2015,Asia South,Maldives,"2,370",20,95,*,"2,250"
 2015,Africa Sub-Saharan,Mali,595,35,25,*,530
 2015,EU Other,Malta,z,z,z,z,z
 2015,Oceania,Marshall Islands,35,0,*,0,35
 2015,America Central and South,Martinique,0,0,0,0,0
 2015,Africa North,Mauritania,445,*,20,0,425
 2015,Africa Sub-Saharan,Mauritius,"38,700",170,530,65,"37,900"
 2015,Africa Sub-Saharan,Mayotte,60,0,30,0,25
 2015,America Central and South,Mexico,"183,000",810,"4,960",80,"178,000"
 2015,Oceania,Micronesia,*,0,0,0,*
 2015,Europe Other,Moldova,"3,050",45,40,10,"2,950"
 2015,Europe Other,Monaco,"1,570",10,25,0,"1,540"
 2015,Asia East,Mongolia,"2,990",45,240,10,"2,700"
 2015,Europe Other,Montenegro,"3,170",35,100,*,"3,040"
 2015,Other,Montserrat (British),5,0,*,0,5
 2015,Africa North,Morocco,"31,200",335,920,155,"29,800"
 2015,Africa Sub-Saharan,Mozambique,"1,490",70,45,5,"1,380"
 2015,Africa Sub-Saharan,Namibia,"3,720",35,80,5,"3,590"
 2015,Oceania,Nauru,15,0,10,0,5
 2015,Asia South,Nepal,"35,600",485,470,615,"34,000"
 2015,EU 14,Netherlands,z,z,z,z,z
 2015,America Central and South,Netherlands Antilles,z,z,z,z,z
 2015,Oceania,New Caledonia,20,0,0,0,20
 2015,Oceania,New Zealand,"288,000","5,270",790,165,"282,000"
 2015,America Central and South,Nicaragua,"3,070",15,55,5,"3,000"
 2015,Africa Sub-Saharan,Niger,265,20,10,0,240
 2015,Africa Sub-Saharan,Nigeria,"293,000","1,590","9,510",485,"281,000"
 2015,Oceania,Niue,10,0,0,0,10
 2015,Oceania,Norfolk Island,0,0,0,0,0
 2015,Oceania,Northern Mariana Islands,0,0,0,0,0
 2015,Europe Other,Norway,z,z,z,z,z
 2015,Middle East,Occupied Palestinian Territories,"3,020",70,175,30,"2,740"
 2015,Middle East,Oman,"33,600",455,"3,080",5,"30,100"
 2015,Other,Other and unknown,"6,220",50,35,10,"6,120"
 2015,Asia South,Pakistan,"190,000","3,390","3,340","3,850","180,000"
 2015,Oceania,Palau,765,*,*,0,765
 2015,America Central and South,Panama,"6,140",40,510,5,"5,590"
 2015,Oceania,Papua New Guinea,530,10,10,0,510
 2015,America Central and South,Paraguay,"4,020",55,175,*,"3,790"
 2015,America Central and South,Peru,"14,000",100,795,35,"13,100"
 2015,Asia South East,Philippines,"204,000","6,170",535,785,"197,000"
 2015,Other,Pitcairn Islands (British),5,0,0,0,5
 2015,EU 8,Poland,z,z,z,z,z
 2015,EU 14,Portugal,z,z,z,z,z
 2015,America North,Puerto Rico,40,0,*,0,40
 2015,Middle East,Qatar,"63,400",595,"2,440",*,"60,400"
 2015,Other,Refugee,"40,600",20,35,10,"40,500"
 2015,Africa Sub-Saharan,Reunion,80,0,15,0,65
 2015,EU 2,Romania,z,z,z,z,z
 2015,Europe Other,Russia,"321,000","3,230","7,630",305,"310,000"
 2015,Africa Sub-Saharan,Rwanda,"1,290",25,85,5,"1,180"
 2015,Oceania,Samoa,305,10,15,0,285
 2015,Europe Other,San Marino,740,5,20,0,715
 2015,Africa Sub-Saharan,Sao Tome and Principe,85,*,0,0,85
 2015,Middle East,Saudi Arabia,"194,000","1,490","13,300",30,"179,000"
 2015,Africa Sub-Saharan,Senegal,"2,050",40,70,10,"1,940"
 2015,Europe Other,Serbia,"32,300",175,425,35,"31,700"
 2015,Europe Other,Serbia and Montenegro,z,z,z,z,z
 2015,Africa Sub-Saharan,Seychelles,"2,560",50,80,5,"2,420"
 2015,Africa Sub-Saharan,Sierra Leone,"5,670",40,100,40,"5,500"
 2015,Asia South East,Singapore,"183,000",555,"5,460",50,"177,000"
 2015,EU 8,Slovakia,z,z,z,z,z
 2015,EU 8,Slovenia,z,z,z,z,z
 2015,Oceania,Solomon Islands,145,*,*,*,140
 2015,Africa Sub-Saharan,Somalia,"1,300",25,25,50,"1,200"
 2015,Africa Sub-Saharan,South Africa,"216,000","3,100",945,570,"212,000"
 2015,Other,South Georgia and South Sandwich Islands,0,0,0,0,0
 2015,EU 14,Spain,z,z,z,z,z
 2015,Asia South,Sri Lanka,"53,200","1,320",860,765,"50,300"
 2015,Other,St. Helena (British),5,0,*,0,*
 2015,America Central and South,St. Kitts and Nevis,"5,770",25,70,0,"5,670"
 2015,America Central and South,St. Lucia,"4,880",45,75,15,"4,750"
 2015,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0
 2015,America Central and South,St. Martin (French Part),0,0,0,0,0
 2015,America Central and South,St. Pierre and Miquelon,0,0,0,0,0
 2015,America Central and South,St. Vincent and the Grenadines,"3,550",25,15,10,"3,500"
 2015,Other,Stateless,545,0,5,0,540
 2015,Africa North,Sudan,"10,600",270,285,145,"9,910"
 2015,Africa Sub-Saharan,Sudan (South),305,5,10,0,290
 2015,America Central and South,Surinam,260,0,*,0,260
 2015,Europe Other,Svalbard and Jan Mayen,135,0,0,0,135
 2015,Africa Sub-Saharan,Swaziland,690,10,25,0,655
 2015,EU 14,Sweden,z,z,z,z,z
 2015,Europe Other,Switzerland,z,z,z,z,z
 2015,Middle East,Syria,"11,900",140,215,220,"11,300"
 2015,Asia East,Taiwan,"117,000","1,070","6,080",55,"110,000"
 2015,Asia Central,Tajikistan,855,15,35,*,800
 2015,Africa Sub-Saharan,Tanzania,"11,500",220,455,35,"10,800"
 2015,Asia South East,Thailand,"117,000",585,"5,340",540,"110,000"
 2015,Africa Sub-Saharan,Togo,500,15,10,5,475
 2015,Oceania,Tokelau,0,0,0,0,0
 2015,Oceania,Tonga,370,25,*,0,340
 2015,America Central and South,Trinidad and Tobago,"35,200",120,380,25,"34,700"
 2015,Africa North,Tunisia,"11,800",145,260,110,"11,200"
 2015,Europe Other,Turkey,"226,000","1,720","7,570",420,"216,000"
 2015,Asia Central,Turkmenistan,"1,630",20,45,*,"1,560"
 2015,Other,Turks and Caicos Islands (British),35,0,*,0,35
 2015,Oceania,Tuvalu,20,0,*,0,20
 2015,Africa Sub-Saharan,Uganda,"13,400",255,370,65,"12,700"
 2015,Europe Other,Ukraine,"87,700",970,"1,790",175,"84,700"
 2015,Middle East,United Arab Emirates,"63,100",970,"1,600",*,"60,500"
 2015,America North,United States,"4,750,000","29,500","197,000","1,420","4,520,000"
 2015,America Central and South,Uruguay,"11,100",55,315,*,"10,700"
 2015,Asia Central,Uzbekistan,"5,740",55,200,15,"5,460"
 2015,Oceania,Vanuatu,90,*,*,0,90
 2015,Europe Other,Vatican City,50,*,*,0,45
 2015,America Central and South,Venezuela,"17,400",180,380,30,"16,800"
 2015,Asia South East,Vietnam,"29,800",300,"2,520",90,"26,900"
 2015,Other,Virgin Islands (British),15,0,0,0,15
 2015,America North,Virgin Islands (US),"3,950",0,0,0,"3,950"
 2015,Oceania,Wallis and Futuna,90,0,0,0,90
 2015,Africa North,Western Sahara,0,0,0,0,0
 2015,Middle East,Yemen,"2,710",90,90,50,"2,490"
 2015,Africa Sub-Saharan,Zambia,"9,160",115,265,20,"8,760"
 2015,Africa Sub-Saharan,Zimbabwe,"31,200",480,385,125,"30,200"
 2016,*Total,*Total,"16,300,000","180,000","430,000","20,300","15,700,000"
 2016,Africa North,*Total Africa North,"198,000","2,410","5,680",705,"189,000"
 2016,Africa Sub-Saharan,*Total Africa Sub-Saharan,"770,000","8,800","14,700","2,460","744,000"
 2016,America North,*Total America North,"5,690,000","49,400","135,000","1,500","5,500,000"
 2016,America Central and South,*Total America Central and South ,"1,040,000","6,750","27,600",900,"1,010,000"
 2016,Asia Central,*Total Asia Central,"54,100",605,"2,930",355,"50,200"
 2016,Asia East,*Total Asia East,"2,420,000","15,100","124,000","1,070","2,280,000"
 2016,Asia South,*Total Asia South,"1,500,000","52,800","22,500","8,820","1,420,000"
 2016,Asia South East,*Total Asia South East,"1,070,000","10,700","27,700","1,810","1,030,000"
 2016,EU 14,*Total EU 14,z,z,z,z,z
 2016,EU 2,*Total EU 2,z,z,z,z,z
 2016,EU 8,*Total EU 8,z,z,z,z,z
 2016,EU Other,*Total EU Other,z,z,z,z,z
 2016,Europe Other,*Total Europe Other,"852,000","5,950","27,000","1,040","818,000"
 2016,Middle East,*Total Middle East,"1,150,000","8,520","36,000",900,"1,110,000"
 2016,Oceania,*Total Oceania,"1,480,000","19,000","6,040",685,"1,460,000"
 2016,Other,*Total Other,"61,700",105,255,35,"61,300"
 2016,Asia Central,Afghanistan,"11,600",105,110,290,"11,100"
 2016,Europe Other,Albania,"22,000",100,305,125,"21,500"
 2016,Africa North,Algeria,"33,100",125,720,145,"32,100"
 2016,Oceania,American Samoa,10,0,0,0,10
 2016,Europe Other,Andorra,"1,570",10,25,0,"1,540"
 2016,Africa Sub-Saharan,Angola,"7,080",100,835,10,"6,130"
 2016,Other,Anguilla (British),0,0,0,0,0
 2016,America Central and South,Antigua and Barbuda,"4,510",85,20,0,"4,410"
 2016,America Central and South,Argentina,"155,000","1,000","3,330",35,"150,000"
 2016,Europe Other,Armenia,"5,240",65,165,5,"5,000"
 2016,America Central and South,Aruba,15,5,*,0,10
 2016,Oceania,Australia,"1,180,000","14,600","5,150",525,"1,160,000"
 2016,EU 14,Austria,z,z,z,z,z
 2016,Europe Other,Azerbaijan,"17,100",125,730,20,"16,200"
 2016,America Central and South,"Bahamas, The","4,300",30,65,*,"4,210"
 2016,Middle East,Bahrain,"36,200",515,925,5,"34,800"
 2016,Asia South,Bangladesh,"43,700",550,"1,260",825,"41,000"
 2016,America Central and South,Barbados,"15,100",85,85,20,"14,900"
 2016,Europe Other,Belarus,"23,800",190,425,20,"23,200"
 2016,EU 14,Belgium,z,z,z,z,z
 2016,America Central and South,Belize,"1,290",25,30,*,"1,240"
 2016,Africa Sub-Saharan,Benin,445,*,15,*,430
 2016,Other,Bermuda (British),135,0,0,0,135
 2016,Asia South,Bhutan,320,*,55,*,260
 2016,America Central and South,Bolivia,"3,030",35,95,5,"2,900"
 2016,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0
 2016,Europe Other,Bosnia and Herzegovina,"9,920",20,90,5,"9,800"
 2016,Africa Sub-Saharan,Botswana,"5,460",65,195,5,"5,190"
 2016,America Central and South,Brazil,"334,000","2,350","9,530",250,"322,000"
 2016,Other,British overseas citizens,"8,950",45,65,5,"8,830"
 2016,Asia South East,Brunei,"13,300",85,575,5,"12,600"
 2016,EU 2,Bulgaria,z,z,z,z,z
 2016,Africa Sub-Saharan,Burkina,380,5,25,*,350
 2016,Asia South East,Burma,"6,490",85,365,15,"6,030"
 2016,Africa Sub-Saharan,Burundi,280,5,15,*,260
 2016,Asia South East,Cambodia,"1,520",20,90,15,"1,400"
 2016,Africa Sub-Saharan,Cameroon,"8,640",95,205,40,"8,310"
 2016,America North,Canada,"1,100,000","7,020","7,950",260,"1,080,000"
 2016,Africa Sub-Saharan,Cape Verde,280,*,5,0,275
 2016,Other,Cayman Islands (British),30,0,0,0,30
 2016,Africa Sub-Saharan,Central African Republic,50,*,10,0,40
 2016,Africa Sub-Saharan,Chad,130,5,10,0,115
 2016,America Central and South,Chile,"60,900",475,"2,860",35,"57,500"
 2016,Asia East,China,"1,080,000","5,740","82,400",610,"994,000"
 2016,Oceania,Christmas Island,0,0,0,0,0
 2016,Oceania,Cocos (Keeling) Islands,*,0,0,0,*
 2016,America Central and South,Colombia,"57,400",450,"2,680",70,"54,200"
 2016,Africa Sub-Saharan,Comoros,245,5,5,0,235
 2016,Africa Sub-Saharan,Congo,"2,140",25,65,25,"2,030"
 2016,Africa Sub-Saharan,Congo (Democratic Republic),"2,840",30,25,5,"2,770"
 2016,Oceania,Cook Islands,5,0,0,0,5
 2016,America Central and South,Costa Rica,"21,000",70,210,5,"20,700"
 2016,EU Other,Croatia,z,z,z,z,z
 2016,America Central and South,Cuba,"3,190",125,40,10,"3,020"
 2016,America Central and South,Curacao,0,0,0,0,0
 2016,EU Other,Cyprus,z,z,z,z,z
 2016,Europe Other,Cyprus (Northern part of),385,*,20,0,365
 2016,EU 8,Czech Republic,z,z,z,z,z
 2016,EU 14,Denmark,z,z,z,z,z
 2016,Africa Sub-Saharan,Djibouti,205,40,5,*,155
 2016,America Central and South,Dominica,"3,840",15,50,5,"3,770"
 2016,America Central and South,Dominican Republic,"3,920",35,120,10,"3,750"
 2016,Asia South East,East Timor,200,0,5,0,200
 2016,America Central and South,Ecuador,"9,440",100,595,10,"8,740"
 2016,Africa North,Egypt,"92,700","1,230","2,040",105,"89,300"
 2016,America Central and South,El Salvador,"4,280",10,45,*,"4,220"
 2016,Africa Sub-Saharan,Equatorial Guinea,170,*,20,0,150
 2016,Africa Sub-Saharan,Eritrea,"2,770",70,45,100,"2,550"
 2016,EU 8,Estonia,z,z,z,z,z
 2016,Africa Sub-Saharan,Ethiopia,"5,660",195,160,75,"5,220"
 2016,Other,Falkland Islands (British),0,0,0,0,0
 2016,Europe Other,Faroe Islands,5,0,0,0,5
 2016,Oceania,Fiji,"2,860",15,20,35,"2,790"
 2016,EU 14,Finland,z,z,z,z,z
 2016,Europe Other,Former Yugoslavia,60,0,0,0,60
 2016,EU 14,France,z,z,z,z,z
 2016,America Central and South,French Guiana,5,0,0,0,5
 2016,Oceania,French Polynesia,0,0,0,0,0
 2016,Africa Sub-Saharan,Gabon,265,5,10,*,245
 2016,Africa Sub-Saharan,"Gambia, The","6,220",35,80,85,"6,020"
 2016,Europe Other,Georgia,"8,900",135,315,15,"8,440"
 2016,EU 14,Germany,z,z,z,z,z
 2016,Africa Sub-Saharan,Ghana,"52,400",400,"1,100",305,"50,600"
 2016,Other,Gibraltar (British),5,0,0,0,5
 2016,EU 14,Greece,z,z,z,z,z
 2016,Europe Other,Greenland,*,0,0,0,*
 2016,America Central and South,Grenada,"5,190",65,70,10,"5,050"
 2016,America Central and South,Guadeloupe,0,0,0,0,0
 2016,Oceania,Guam,30,0,0,0,30
 2016,America Central and South,Guatemala,"9,360",15,135,5,"9,210"
 2016,Africa Sub-Saharan,Guinea,925,5,15,10,890
 2016,Africa Sub-Saharan,Guinea-Bissau,265,*,5,*,255
 2016,America Central and South,Guyana,"3,160",15,40,20,"3,090"
 2016,America Central and South,Haiti,640,5,25,*,615
 2016,Oceania,Heard Island and McDonald Islands,0,0,0,0,0
 2016,America Central and South,Honduras,"6,070",30,65,5,"5,970"
 2016,Asia East,Hong Kong,"244,000","1,340","11,000",135,"232,000"
 2016,EU 8,Hungary,z,z,z,z,z
 2016,Europe Other,Iceland,z,z,z,z,z
 2016,Asia South,India,"1,160,000","47,500","16,500","2,380","1,090,000"
 2016,Asia South East,Indonesia,"84,600","1,190","3,170",95,"80,200"
 2016,Middle East,Iran,"47,600",425,995,265,"45,900"
 2016,Middle East,Iraq,"19,500",235,550,170,"18,500"
 2016,EU 14,Ireland,z,z,z,z,z
 2016,Middle East,Israel,"287,000",900,810,40,"285,000"
 2016,EU 14,Italy,z,z,z,z,z
 2016,Africa Sub-Saharan,Ivory Coast,"3,500",30,120,10,"3,330"
 2016,America Central and South,Jamaica,"30,600",375,300,175,"29,700"
 2016,Asia East,Japan,"536,000","4,830","13,900",150,"518,000"
 2016,Middle East,Jordan,"38,300",400,"1,620",60,"36,300"
 2016,Asia Central,Kazakhstan,"30,000",425,"2,140",40,"27,400"
 2016,Africa Sub-Saharan,Kenya,"42,300",385,"1,160",150,"40,700"
 2016,Oceania,Kiribati,25,*,*,0,25
 2016,Asia East,Korea (North),835,0,110,0,725
 2016,Asia East,Korea (South),"413,000","2,090","10,800",85,"400,000"
 2016,Europe Other,Kosovo,"8,600",25,80,40,"8,450"
 2016,Middle East,Kuwait,"153,000",770,"4,490",5,"148,000"
 2016,Asia Central,Kyrgyzstan,"2,180",5,75,5,"2,090"
 2016,Asia South East,Laos,715,5,50,*,655
 2016,EU 8,Latvia,z,z,z,z,z
 2016,Middle East,Lebanon,"43,600",255,850,65,"42,400"
 2016,Africa Sub-Saharan,Lesotho,250,10,10,*,230
 2016,Africa Sub-Saharan,Liberia,965,80,25,5,850
 2016,Africa North,Libya,"9,200",170,495,15,"8,510"
 2016,Europe Other,Liechtenstein,z,z,z,z,z
 2016,EU 8,Lithuania,z,z,z,z,z
 2016,EU 14,Luxembourg,z,z,z,z,z
 2016,Asia East,Macau,"6,200",5,330,5,"5,860"
 2016,Europe Other,Macedonia,"10,900",40,80,10,"10,700"
 2016,Africa Sub-Saharan,Madagascar,"1,220",5,25,*,"1,180"
 2016,Africa Sub-Saharan,Malawi,"4,510",55,170,15,"4,270"
 2016,Asia South East,Malaysia,"347,000","1,090","8,860",195,"337,000"
 2016,Asia South,Maldives,"2,730",25,100,*,"2,610"
 2016,Africa Sub-Saharan,Mali,420,30,45,*,345
 2016,EU Other,Malta,z,z,z,z,z
 2016,Oceania,Marshall Islands,40,0,0,0,40
 2016,America Central and South,Martinique,0,0,0,0,0
 2016,Africa North,Mauritania,730,10,30,0,690
 2016,Africa Sub-Saharan,Mauritius,"41,500",150,495,75,"40,800"
 2016,Africa Sub-Saharan,Mayotte,50,0,20,0,35
 2016,America Central and South,Mexico,"194,000",680,"4,190",85,"189,000"
 2016,Oceania,Micronesia,15,0,0,0,15
 2016,Europe Other,Moldova,"3,100",20,40,*,"3,030"
 2016,Europe Other,Monaco,"2,180",5,25,*,"2,150"
 2016,Asia East,Mongolia,"3,960",20,305,10,"3,620"
 2016,Europe Other,Montenegro,"3,370",10,130,5,"3,220"
 2016,Other,Montserrat (British),80,*,0,0,80
 2016,Africa North,Morocco,"36,300",375,955,145,"34,800"
 2016,Africa Sub-Saharan,Mozambique,"1,250",30,60,5,"1,150"
 2016,Africa Sub-Saharan,Namibia,"3,630",55,65,*,"3,510"
 2016,Oceania,Nauru,35,0,20,0,15
 2016,Asia South,Nepal,"38,800",395,405,565,"37,500"
 2016,EU 14,Netherlands,z,z,z,z,z
 2016,America Central and South,Netherlands Antilles,z,z,z,z,z
 2016,Oceania,New Caledonia,15,0,*,0,10
 2016,Oceania,New Zealand,"301,000","4,280",810,130,"296,000"
 2016,America Central and South,Nicaragua,"3,380",5,120,*,"3,260"
 2016,Africa Sub-Saharan,Niger,90,5,*,0,85
 2016,Africa Sub-Saharan,Nigeria,"259,000","1,460","6,770",485,"250,000"
 2016,Oceania,Niue,0,0,0,0,0
 2016,Oceania,Norfolk Island,0,0,0,0,0
 2016,Oceania,Northern Mariana Islands,0,0,0,0,0
 2016,Europe Other,Norway,z,z,z,z,z
 2016,Middle East,Occupied Palestinian Territories,"3,140",40,185,15,"2,900"
 2016,Middle East,Oman,"45,300",320,"2,920",10,"42,100"
 2016,Other,Other and unknown,"5,340",40,40,10,"5,250"
 2016,Asia South,Pakistan,"200,000","2,960","3,390","4,440","189,000"
 2016,Oceania,Palau,*,0,0,0,*
 2016,America Central and South,Panama,"7,310",50,700,5,"6,560"
 2016,Oceania,Papua New Guinea,435,10,15,*,410
 2016,America Central and South,Paraguay,"4,890",20,135,5,"4,730"
 2016,America Central and South,Peru,"16,600",135,710,45,"15,700"
 2016,Asia South East,Philippines,"243,000","6,850",725,835,"234,000"
 2016,Other,Pitcairn Islands (British),20,0,0,0,20
 2016,EU 8,Poland,z,z,z,z,z
 2016,EU 14,Portugal,z,z,z,z,z
 2016,America North,Puerto Rico,5,0,0,0,5
 2016,Middle East,Qatar,"92,100",765,"2,390",5,"88,900"
 2016,Other,Refugee,"46,400",15,150,20,"46,200"
 2016,Africa Sub-Saharan,Reunion,135,*,55,0,75
 2016,EU 2,Romania,z,z,z,z,z
 2016,Europe Other,Russia,"333,000","2,650","11,600",295,"319,000"
 2016,Africa Sub-Saharan,Rwanda,"1,150",25,60,5,"1,060"
 2016,Oceania,Samoa,185,5,*,0,180
 2016,Europe Other,San Marino,685,*,15,0,670
 2016,Africa Sub-Saharan,Sao Tome and Principe,90,0,*,0,85
 2016,Middle East,Saudi Arabia,"274,000","2,270","18,600",35,"253,000"
 2016,Africa Sub-Saharan,Senegal,"2,450",35,50,10,"2,350"
 2016,Europe Other,Serbia,"37,200",255,520,35,"36,400"
 2016,Europe Other,Serbia and Montenegro,z,z,z,z,z
 2016,Africa Sub-Saharan,Seychelles,"3,820",770,70,5,"2,970"
 2016,Africa Sub-Saharan,Sierra Leone,"7,810",75,100,35,"7,600"
 2016,Asia South East,Singapore,"207,000",540,"5,090",45,"201,000"
 2016,EU 8,Slovakia,z,z,z,z,z
 2016,EU 8,Slovenia,z,z,z,z,z
 2016,Oceania,Solomon Islands,295,10,5,0,280
 2016,Africa Sub-Saharan,Somalia,"1,600",40,15,40,"1,500"
 2016,Africa Sub-Saharan,South Africa,"214,000","3,440","1,060",615,"209,000"
 2016,Other,South Georgia and South Sandwich Islands,0,0,0,0,0
 2016,EU 14,Spain,z,z,z,z,z
 2016,Asia South,Sri Lanka,"57,800","1,290",745,605,"55,200"
 2016,Other,St. Helena (British),10,0,0,0,10
 2016,America Central and South,St. Kitts and Nevis,"7,970",60,105,0,"7,810"
 2016,America Central and South,St. Lucia,"4,960",40,30,20,"4,860"
 2016,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0
 2016,America Central and South,St. Martin (French Part),0,0,0,0,0
 2016,America Central and South,St. Pierre and Miquelon,5,0,0,*,5
 2016,America Central and South,St. Vincent and the Grenadines,"4,520",15,25,5,"4,470"
 2016,Other,Stateless,555,0,5,*,550
 2016,Africa North,Sudan,"10,600",375,315,195,"9,690"
 2016,Africa Sub-Saharan,Sudan (South),95,0,5,0,90
 2016,America Central and South,Surinam,180,0,*,0,180
 2016,Europe Other,Svalbard and Jan Mayen,95,0,0,0,95
 2016,Africa Sub-Saharan,Swaziland,680,5,20,*,655
 2016,EU 14,Sweden,z,z,z,z,z
 2016,Europe Other,Switzerland,z,z,z,z,z
 2016,Middle East,Syria,"13,700",205,205,160,"13,100"
 2016,Asia East,Taiwan,"136,000","1,070","5,500",75,"129,000"
 2016,Asia Central,Tajikistan,650,15,45,*,585
 2016,Africa Sub-Saharan,Tanzania,"25,800",175,410,45,"25,200"
 2016,Asia South East,Thailand,"140,000",495,"6,280",510,"132,000"
 2016,Africa Sub-Saharan,Togo,545,5,10,5,525
 2016,Oceania,Tokelau,0,0,0,0,0
 2016,Oceania,Tonga,375,20,5,0,350
 2016,America Central and South,Trinidad and Tobago,"33,200",115,535,20,"32,500"
 2016,Africa North,Tunisia,"15,300",120,"1,130",100,"14,000"
 2016,Europe Other,Turkey,"255,000","1,540","9,680",340,"243,000"
 2016,Asia Central,Turkmenistan,"1,870",10,100,*,"1,760"
 2016,Other,Turks and Caicos Islands (British),95,*,*,0,95
 2016,Oceania,Tuvalu,410,*,*,0,410
 2016,Africa Sub-Saharan,Uganda,"13,200",190,370,85,"12,600"
 2016,Europe Other,Ukraine,"109,000",760,"2,700",125,"105,000"
 2016,Middle East,United Arab Emirates,"94,600","1,300","1,440",5,"91,900"
 2016,America North,United States,"4,590,000","42,300","127,000","1,240","4,420,000"
 2016,America Central and South,Uruguay,"11,400",35,345,5,"11,000"
 2016,Asia Central,Uzbekistan,"7,740",40,455,25,"7,220"
 2016,Oceania,Vanuatu,50,0,*,0,50
 2016,Europe Other,Vatican City,35,*,*,0,30
 2016,America Central and South,Venezuela,"16,100",200,365,30,"15,500"
 2016,Asia South East,Vietnam,"30,800",355,"2,500",100,"27,900"
 2016,Other,Virgin Islands (British),35,0,0,0,35
 2016,America North,Virgin Islands (US),5,0,*,0,*
 2016,Oceania,Wallis and Futuna,20,0,*,0,20
